chr.names	query.population	reference.population	relative.distances.ks.p.value	relative.distances.ecdf.deviation.area	relative.distances.ecdf.area.correlation	relative.distances.ecdf.deviation.area.p.value	scaled.absolute.min.distance.sum.p.value	scaled.absolute.min.distance.sum.lower.tail	jaccard.measure.p.value	jaccard.measure.lower.tail	projection.test.p.value	projection.test.lower.tail	projection.test.obs.to.exp	lnc
awhole	78	2969	0.250221722283707	0.0191566413114394	0.076681030575884	0.316	0.0	True	0.031	False	0.003002016496366	False	7.036740894706219	ENSG00000247240
awhole	14	9	0.6232231183342	0.0288506745245451	-0.000182231487533269	0.76	0.498	True	0.0	False	0.00035953799232302204	False	0.0	ENSG00000218537
awhole	14	4	0.550303367134148	0.0368036968984981	0.0920045455415717	0.5379999999999999	0.305	True	0.0	False	0.00010910518457774001	False	0.0	ENSG00000258325
awhole	8	4	0.8336026006629219	0.0334957930572698	0.0647882611302846	0.8590000000000001	0.345	True	0.001	False	0.000119280980490633	False	0.0	ENSG00000255198
awhole	14	63	0.151506218440021	0.0621446228801364	-0.247270556704939	0.152	0.267	False	0.004	False	0.00350539840187514	False	0.0	ENSG00000273084
chr7	1	1	0.7275769686379209	0.134230261635838	0.27242303136207896	0.7120000000000001	0.37	True	0.0	False	1.3429896970063e-06	False	0.0	ENSG00000278876
awhole	20	16	0.0473410407026353	0.0676414815784824	-0.274126763970932	0.045	0.00900000000000001	False	0.0	False	0.000301068134253013	False	0.0	ENSG00000255857
awhole	3	2	0.513764803375019	0.0956904351524302	0.34126181147261997	0.397	0.15	True	0.0	False	7.24830735920889e-06	False	0.0	ENSG00000273156
awhole	5	49	0.0775408048465949	0.0929471700570168	0.287182231099187	0.195	0.1	True	0.0	False	0.0005017810595029371	False	0.0	ENSG00000272909
awhole	5	111	0.6997574704767491	0.0585990829346021	-0.0127688960514813	0.584	0.105	False	0.0	False	0.0012819450931796901	False	0.0	ENSG00000277782
awhole	13	7	0.74759900467896	0.0299760303966804	-0.00335172934576633	0.7490000000000001	0.498	True	0.0	False	0.00034399597989454	False	0.0	ENSG00000278864
awhole	18	38	0.30807739102379	0.0415607169367659	0.15942191199240696	0.316	0.255	True	0.00600000000000001	False	0.00277750210262395	False	0.0	ENSG00000231770
chr6	1	7	0.35512132334387503	0.17647167964252397	0.644878676656125	0.374	0.307	True	0.0	False	0.000158179474501807	False	0.0	ENSG00000267198
awhole	3	33	0.968443219249261	0.0461416464088931	-0.0306820876811118	0.976	0.389	False	0.004	False	0.00102163038033753	False	0.0	ENSG00000277806
awhole	117	561	0.0224958472957223	0.035371749535866	-0.139294336909583	0.0070000000000000106	0.418	False	0.0679999999999999	False	0.060008083446311	False	0.0	ENSG00000263307
awhole	2102	337	2.01062437810151e-08	0.0164045371949226	0.0650117330693949	0.0	0.0	True	0.0600000000000001	False	0.0248616487256602	False	2.7562118529158903	ENSG00000235531
