lncRNAName	H3K27ac-wa	H3K27ac-ea	H3K27ac-wr	H3K27ac-er	H3K36me3-wa	H3K36me3-ea	H3K36me3-wr	H3K36me3-er	H3K4me1-wa	H3K4me1-ea	H3K4me1-wr	H3K4me1-er	H3K4me2-wa	H3K4me2-ea	H3K4me2-wr	H3K4me2-er	H3K4me3-wa	H3K4me3-ea	H3K4me3-wr	H3K4me3-er	H3K79me2-wa	H3K79me2-ea	H3K79me2-wr	H3K79me2-er	H3K9ac-wa	H3K9ac-ea	H3K9ac-wr	H3K9ac-er	H3K9me3-wa	H3K9me3-ea	H3K9me3-wr	H3K9me3-er	H4K20me1-wa	H4K20me1-ea	H4K20me1-wr	H4K20me1-er	H3K27me3-wa	H3K27me3-ea	H3K27me3-wr	H3K27me3-er	Methylation-wa	Methylation-ea	Methylation-wr	Methylation-er
LINC00654_ASO_G0205181_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4229411307844053	0.28319806560114047	0.27068224113714795	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00657_ASO_G0260032_AD_06	2.079571615552203	-0.0	0.10492130210276068	3.9012299439435685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00702_ASO_G0233117_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69411498149436	-0.0	0.4669202590049897	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	3.2664679195916633	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00862_ASO_G0203721_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.741086353040839	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00963_ASO_G0204054_06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5872873122017733	5.852886688009769	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00968_ASO_G0246430_03	1.2409845953155885	41.65287938563717	-0.0	0.895034567772091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6510028212221148	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00968_ASO_G0246430_AD_03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4427544858701984	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAGI2-AS3_ASO_G0234456_01	0.0	0.0	0.0	0.0	1.3469608853224904	-0.0	-0.0	-0.0	1.5653472462705773	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAGI2-AS3_ASO_G0234456_04	4.0283414124574195	-0.0	-0.0	0.3030074471417465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1403797034392817	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8450507347468301	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAPKAPK5-AS1_ASO_G0234608_06	0.6639732596818431	2.180965071008683	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEG3_ASO_G0214548_01	8.480850777297858	6.457506792808123	-0.0	6.7350923978814805	2.958726255610744	-0.0	-0.0	-0.0	11.424423281061326	0.9684480327378072	-0.0	-0.0	0.0	0.0	0.0	0.0	5.433309427093879	-0.0	-0.0	-0.0	3.571542810575298	-0.0	-0.0	0.04265943822708096	0.0	0.0	0.0	0.0	1.6906945253761883	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEG3_ASO_G0214548_AD_09	0.19692341611414868	-0.0	6.690659977814057	35.319275558883255	0.3863091647161462	-0.0	2.373195279439182	-0.0	0.4201561004945825	2.2860891244774098	11.218603358041472	10.053146104623643	0.0	0.0	0.0	0.0	0.062222704637065626	-0.0	3.101576254598266	0.25601896835928073	0.04937113565108097	1.5789111745341857	3.9121605462165157	0.4645610556188063	0.0	0.0	0.0	0.0	-0.0	-0.0	0.9301483755098604	3.6706608404217556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5706323116847143	1.6145306436016487	5.9441587883310625	3.080932861154777
NR2F1-AS1_ASO_G0237187_AD_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.555802978689735	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8060701672887436	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NR2F1-AS1_ASO_G0237187_AD_08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.6482664171530581	2.1755209192691876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB30-AS1_ASO_G0246067_AD_06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.166132587490031	54.01117219479763	17.516778537263498	16.123177110657263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.257255274569792	6.764949137581731	-0.0	0.1497925824560227
RAB30-AS1_ASO_G0246067_AD_09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.3804531749993354	0.14081510121965826	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0916485571132344	0.5713751539875183	-0.0	-0.0
RP11-115C21.2_ASO_G0246089_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6292832400113695	1.4835848076272375	-0.0	0.1497925824560227
RP11-137L10.6_ASO_G0221817_04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.378861853908623	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-150O12.1_ASO_C013368_02	0.0	0.0	0.0	0.0	2.4811459583678204	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-221N13.3_ASO_G0256268_AD_03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8854773956191109	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-221N13.3_ASO_G0256268_AD_06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5653472462705773	0.835660991520873	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-221N13.3_ASO_G0256268_AD_07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2396026070741115	-0.0	0.8187087815906515	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-38L15.3_ASO_G0231187_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.226475029837937	1.4835848076272375	0.11447375741385786	0.1497925824560227
RP11-395B7.4_ASO_G0227053_03	8.859820991167322	6.943515968777179	-0.0	0.16916006621495283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	2.9661695251604803	-0.0	-0.0	0.0	0.0	0.0	0.0
RP11-395B7.4_ASO_G0227053_04	3.115738507881656	2.4749069074916825	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398K22.12_ASO_G0229852_03	4.194534561724779	1.148838778638569	0.08766566586167415	0.5230619274069787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398K22.12_ASO_G0229852_05	4.408601127591231	-0.0	-0.0	0.7262117916052124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-458D21.1_ASO_G0233396_07	0.0	0.0	0.0	0.0	0.8625596894114069	2.419648162131532	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-539L10.3_ASO_G0251580_AD_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	3.6640480878612753	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-54A9.1_ASO_G0257219_09	0.0	0.0	0.0	0.0	1.8059497587733757	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8418931899445166	0.40014223234617907	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-54A9.1_ASO_G0257219_AD_05	0.0	0.0	0.0	0.0	2.6021719472751803	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-65J3.1_ASO_G0233901_04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6740377827974553	0.20239806281173348	0.14194004739046223	0.1497925824560227
RP11-65J3.1_ASO_G0233901_05	-0.0	1.463846074843381	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9785180124347086	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	9.257255274569792	1.04016451337511	-0.0	-0.0
RP11-660L16.2_ASO_G0254682_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23030013217478604	4.048656537903936	0.8223302998236	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-834C11.4_ASO_G0250742_AD_05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.046361561222132	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP6-109B7.3_ASO_G0241990_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6484655117042224	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SBF2-AS1_ASO_G0246273_02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	3.7601338539765825	-0.0	-0.0	0.0	0.0	0.0	0.0	0.9029163085816393	3.1023005462214255	0.11059305189821676	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERTAD4-AS1_ASO_G0203706_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1653243524770294	15.786959441941548	3.4036283527529485	6.044530631490465
TMCC1-AS1_ASO_G0271270_09	5.125173724636198	0.6850012338097338	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	3.6585835380713414	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.761498006998854	37.32671560282698	0.11349856576571196	0.044256735216056615
WDFY3-AS2_ASO_G0180769_08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.892512062819416	-0.0	-0.0	-0.0
ZNF674-AS1_ASO_G0230844_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2909341720651425	6.108057098688252	0.11447375741385786	0.1497925824560227
