lncRNAId	lncRNAName	pvalue	mm_pvalue	mp_pvalue	pm_pvalue	pp_pvalue
ENSG00000212978_ASO_G0212978_03	AC016747.3	4.429934694871362e-05	5.365183188824553e-09	1.0	0.35874187097369653	1.0
ENSG00000212978_ASO_G0212978_02	AC016747.3	0.07494384574942753	0.002905262141721533	1.0	1.0	1.0
ENSG00000234608_ASO_G0234608_06	MAPKAPK5-AS1	3.91502174884128e-10	1.8351294595348146e-31	1.0	0.004960382044820197	0.42667700965213184
ENSG00000253161_ASO_C013368_02	RP11-150O12.1	0.00048545707472719433	0.004799292992213652	0.0676221201855365	1.0	1.0
ENSG00000234608_ASO_G0234608_AD_04	MAPKAPK5-AS1	0.7314961814282582	0.0003542629248103638	1.0	0.04251680809002682	1.0
ENSG00000233396_ASO_G0233396_07	RP11-458D21.1	2.5022664489577394e-08	1.251865529901792e-15	1.0	5.607139927863526e-13	5.489134789629885e-28
ENSG00000256268_ASO_G0256268_AD_07	RP11-221N13.3	0.07494384574942753	0.014367803808373984	1.0	0.8068286691007911	0.0627276360699718
ENSG00000256268_ASO_G0256268_AD_06	RP11-221N13.3	0.007914155150739715	0.0008615129731645026	1.0	0.41061481953227785	1.0
ENSG00000273015_ASO_G0273015_05	LINC00938	0.27084344435132063	1.0	1.0	0.012688879246329866	1.0
ENSG00000227053_ASO_G0227053_03	RP11-395B7.4	0.07494384574942753	0.0010810119001430523	1.0	1.0	1.0
ENSG00000246273_ASO_G0246273_02	SBF2-AS1	0.19651677239897583	0.004160513974255441	0.36077821592948855	0.14702423550805607	1.0
ENSG00000212978_ASO_G0212978_01	AC016747.3	0.07494384574942753	0.0012428605848299828	1.0	1.0	1.0
